SysNo,ProvinceSysNo,CitySysNo,ProvinceName,CityName,DistrictName,
1959,34,224,湖北省,荆州市,荆州区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1959,34,224,'湖北省','荆州市','荆州区');"
1960,34,224,湖北省,荆州市,公安县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1960,34,224,'湖北省','荆州市','公安县');"
1961,34,224,湖北省,荆州市,监利县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1961,34,224,'湖北省','荆州市','监利县');"
1962,34,224,湖北省,荆州市,江陵县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1962,34,224,'湖北省','荆州市','江陵县');"
1963,34,224,湖北省,荆州市,石首市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1963,34,224,'湖北省','荆州市','石首市');"
1964,34,224,湖北省,荆州市,洪湖市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1964,34,224,'湖北省','荆州市','洪湖市');"
1965,34,224,湖北省,荆州市,松滋市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1965,34,224,'湖北省','荆州市','松滋市');"
1966,34,225,湖北省,黄冈市,黄州区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1966,34,225,'湖北省','黄冈市','黄州区');"
1967,34,225,湖北省,黄冈市,团风县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1967,34,225,'湖北省','黄冈市','团风县');"
1968,34,225,湖北省,黄冈市,红安县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1968,34,225,'湖北省','黄冈市','红安县');"
1969,34,225,湖北省,黄冈市,罗田县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1969,34,225,'湖北省','黄冈市','罗田县');"
1970,34,225,湖北省,黄冈市,英山县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1970,34,225,'湖北省','黄冈市','英山县');"
1971,34,225,湖北省,黄冈市,浠水县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1971,34,225,'湖北省','黄冈市','浠水县');"
1972,34,225,湖北省,黄冈市,蕲春县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1972,34,225,'湖北省','黄冈市','蕲春县');"
1973,34,225,湖北省,黄冈市,黄梅县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1973,34,225,'湖北省','黄冈市','黄梅县');"
1974,34,225,湖北省,黄冈市,麻城市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1974,34,225,'湖北省','黄冈市','麻城市');"
1975,34,225,湖北省,黄冈市,武穴市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1975,34,225,'湖北省','黄冈市','武穴市');"
1976,34,226,湖北省,咸宁市,咸安区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1976,34,226,'湖北省','咸宁市','咸安区');"
1977,34,226,湖北省,咸宁市,嘉鱼县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1977,34,226,'湖北省','咸宁市','嘉鱼县');"
1978,34,226,湖北省,咸宁市,通城县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1978,34,226,'湖北省','咸宁市','通城县');"
1979,34,226,湖北省,咸宁市,崇阳县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1979,34,226,'湖北省','咸宁市','崇阳县');"
1980,34,226,湖北省,咸宁市,通山县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1980,34,226,'湖北省','咸宁市','通山县');"
1981,34,226,湖北省,咸宁市,赤壁市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1981,34,226,'湖北省','咸宁市','赤壁市');"
1982,34,227,湖北省,随州市,曾都区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1982,34,227,'湖北省','随州市','曾都区');"
1983,34,227,湖北省,随州市,广水市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1983,34,227,'湖北省','随州市','广水市');"
1984,34,228,湖北省,恩施土家族苗族自治州,恩施市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1984,34,228,'湖北省','恩施土家族苗族自治州','恩施市');"
1985,34,228,湖北省,恩施土家族苗族自治州,利川市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1985,34,228,'湖北省','恩施土家族苗族自治州','利川市');"
1986,34,228,湖北省,恩施土家族苗族自治州,建始县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1986,34,228,'湖北省','恩施土家族苗族自治州','建始县');"
1987,34,228,湖北省,恩施土家族苗族自治州,巴东县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1987,34,228,'湖北省','恩施土家族苗族自治州','巴东县');"
1988,34,228,湖北省,恩施土家族苗族自治州,宣恩县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1988,34,228,'湖北省','恩施土家族苗族自治州','宣恩县');"
1989,34,228,湖北省,恩施土家族苗族自治州,咸丰县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1989,34,228,'湖北省','恩施土家族苗族自治州','咸丰县');"
1990,34,228,湖北省,恩施土家族苗族自治州,来凤县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1990,34,228,'湖北省','恩施土家族苗族自治州','来凤县');"
1991,34,228,湖北省,恩施土家族苗族自治州,鹤峰县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1991,34,228,'湖北省','恩施土家族苗族自治州','鹤峰县');"
1996,35,230,湖南省,长沙市,芙蓉区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1996,35,230,'湖南省','长沙市','芙蓉区');"
1997,35,230,湖南省,长沙市,天心区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1997,35,230,'湖南省','长沙市','天心区');"
1998,35,230,湖南省,长沙市,岳麓区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1998,35,230,'湖南省','长沙市','岳麓区');"
1999,35,230,湖南省,长沙市,开福区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1999,35,230,'湖南省','长沙市','开福区');"
2000,35,230,湖南省,长沙市,雨花区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2000,35,230,'湖南省','长沙市','雨花区');"
2001,35,230,湖南省,长沙市,长沙县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2001,35,230,'湖南省','长沙市','长沙县');"
2002,35,230,湖南省,长沙市,望城县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2002,35,230,'湖南省','长沙市','望城县');"
2003,35,230,湖南省,长沙市,宁乡县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2003,35,230,'湖南省','长沙市','宁乡县');"
2004,35,230,湖南省,长沙市,浏阳市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2004,35,230,'湖南省','长沙市','浏阳市');"
2005,35,231,湖南省,株洲市,荷塘区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2005,35,231,'湖南省','株洲市','荷塘区');"
2006,35,231,湖南省,株洲市,芦淞区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2006,35,231,'湖南省','株洲市','芦淞区');"
2007,35,231,湖南省,株洲市,石峰区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2007,35,231,'湖南省','株洲市','石峰区');"
2008,35,231,湖南省,株洲市,天元区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2008,35,231,'湖南省','株洲市','天元区');"
2009,35,231,湖南省,株洲市,株洲县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2009,35,231,'湖南省','株洲市','株洲县');"
2010,35,231,湖南省,株洲市,攸县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2010,35,231,'湖南省','株洲市','攸县');"
2011,35,231,湖南省,株洲市,茶陵县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2011,35,231,'湖南省','株洲市','茶陵县');"
2012,35,231,湖南省,株洲市,炎陵县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2012,35,231,'湖南省','株洲市','炎陵县');"
2013,35,231,湖南省,株洲市,醴陵市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2013,35,231,'湖南省','株洲市','醴陵市');"
2014,35,232,湖南省,湘潭市,雨湖区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2014,35,232,'湖南省','湘潭市','雨湖区');"
2015,35,232,湖南省,湘潭市,岳塘区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2015,35,232,'湖南省','湘潭市','岳塘区');"
2016,35,232,湖南省,湘潭市,湘潭县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2016,35,232,'湖南省','湘潭市','湘潭县');"
2017,35,232,湖南省,湘潭市,湘乡市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2017,35,232,'湖南省','湘潭市','湘乡市');"
2018,35,232,湖南省,湘潭市,韶山市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2018,35,232,'湖南省','湘潭市','韶山市');"
2019,35,233,湖南省,衡阳市,珠晖区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2019,35,233,'湖南省','衡阳市','珠晖区');"
2020,35,233,湖南省,衡阳市,雁峰区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2020,35,233,'湖南省','衡阳市','雁峰区');"
2021,35,233,湖南省,衡阳市,石鼓区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2021,35,233,'湖南省','衡阳市','石鼓区');"
2022,35,233,湖南省,衡阳市,蒸湘区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2022,35,233,'湖南省','衡阳市','蒸湘区');"
2023,35,233,湖南省,衡阳市,南岳区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2023,35,233,'湖南省','衡阳市','南岳区');"
2024,35,233,湖南省,衡阳市,衡阳县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2024,35,233,'湖南省','衡阳市','衡阳县');"
2025,35,233,湖南省,衡阳市,衡南县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2025,35,233,'湖南省','衡阳市','衡南县');"
2026,35,233,湖南省,衡阳市,衡山县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2026,35,233,'湖南省','衡阳市','衡山县');"
2027,35,233,湖南省,衡阳市,衡东县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2027,35,233,'湖南省','衡阳市','衡东县');"
2028,35,233,湖南省,衡阳市,祁东县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2028,35,233,'湖南省','衡阳市','祁东县');"
2029,35,233,湖南省,衡阳市,耒阳市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2029,35,233,'湖南省','衡阳市','耒阳市');"
2030,35,233,湖南省,衡阳市,常宁市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2030,35,233,'湖南省','衡阳市','常宁市');"
2031,35,234,湖南省,邵阳市,双清区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2031,35,234,'湖南省','邵阳市','双清区');"
2032,35,234,湖南省,邵阳市,大祥区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2032,35,234,'湖南省','邵阳市','大祥区');"
2033,35,234,湖南省,邵阳市,北塔区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2033,35,234,'湖南省','邵阳市','北塔区');"
2034,35,234,湖南省,邵阳市,邵东县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2034,35,234,'湖南省','邵阳市','邵东县');"
2035,35,234,湖南省,邵阳市,新邵县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2035,35,234,'湖南省','邵阳市','新邵县');"
2036,35,234,湖南省,邵阳市,邵阳县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2036,35,234,'湖南省','邵阳市','邵阳县');"
2037,35,234,湖南省,邵阳市,隆回县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2037,35,234,'湖南省','邵阳市','隆回县');"
2038,35,234,湖南省,邵阳市,洞口县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2038,35,234,'湖南省','邵阳市','洞口县');"
2039,35,234,湖南省,邵阳市,绥宁县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2039,35,234,'湖南省','邵阳市','绥宁县');"
2040,35,234,湖南省,邵阳市,新宁县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2040,35,234,'湖南省','邵阳市','新宁县');"
2041,35,234,湖南省,邵阳市,城步苗族自治县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2041,35,234,'湖南省','邵阳市','城步苗族自治县');"
2042,35,234,湖南省,邵阳市,武冈市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2042,35,234,'湖南省','邵阳市','武冈市');"
2043,35,235,湖南省,岳阳市,岳阳楼区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2043,35,235,'湖南省','岳阳市','岳阳楼区');"
2044,35,235,湖南省,岳阳市,云溪区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2044,35,235,'湖南省','岳阳市','云溪区');"
2045,35,235,湖南省,岳阳市,君山区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2045,35,235,'湖南省','岳阳市','君山区');"
